;Tariff_mean;Tariff_max_1;Tariff_min_1;Tariff_max_2;Tariff_min_2;Tariff_max_3;Tariff_min_3
211;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
212;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
213;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
214;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
215;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
216;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
217;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
218;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
219;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
220;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
221;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
222;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
223;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
224;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
225;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
226;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
227;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
228;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
229;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
230;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
